Name,street add,zip,Lat,Lon,Category\
Handel's Old Fashioned Ice Cream,9020 St Simon Way,15237,40.569025,-80.024991,Breakfast/Drink/Other\
Hardee's,1201 North Ave,15209,40.493092,-79.975603,Dollar Menu\
Hook Fish & Chicken,1221 Federal St,15212,40.456511,-80.006998,Take Out\
Hook Fish & Chicken,10 Ormsby Ave,15210,40.412578,-79.987728,Take Out\
Hook Fish & Chicken,6960 5th Ave,15208,40.458381,-79.907878,Take Out\
Hook Fish & Chicken,11644 Frankstown Rd,15235,40.465214,-79.827207,Take Out\
Hunan Wok,2158 Brownsville Rd,15210,40.391956,-79.987408,Take Out\
Hunan Wok,1822 Homeville Rd,15122,40.373678,-79.873734,Take Out\
Hunan Wok II,500 Pine Hollow Rd,15136,40.473857,-80.096769,Take Out\
Italian Village Pizza,5037 2nd Ave,15207,40.388293,-80.04073,Take Out\
Italian Village Pizza,325 Mt Lebanon Blvd,15234,40.369495,-80.03507,Take Out\
Italian Village Pizza,5255 Library Rd,15102,40.332479,-80.02187,Take Out\
Italian Village Pizza,4885 McKnight Rd,15237,40.529616,-80.010025,Take Out\
Italian Village Pizza,600 Grant St,15219,40.44129,-79.994574,Take Out\
Italian Village Pizza,2951 Ridge Rd,15129,40.289954,-79.981844,Take Out\
Italian Village Pizza,2713 Brownsville Rd,15227,40.384129,-79.977417,Take Out\
Italian Village Pizza,5235 Clairton Blvd,15227,40.343866,-79.970337,Take Out\
Italian Village Pizza,3075 Clairton Blvd / Century III Mall / Rm 696,15123,40.340291,-79.938522,Take Out\
Italian Village Pizza,5886 Forbes Ave,15217,40.437907,-79.919555,Take Out\
Italian Village Pizza,2615 Main St,15120,40.392548,-79.900057,Take Out\
Italian Village Pizza,412 Richland Ave,15034,40.350162,-79.893841,Take Out\
Italian Village Pizza,308 Scenery Dr,15037,40.279728,-79.836543,Take Out\
Italian Village Pizza / Shake Shop,580 Old Clairton Rd,15236,40.325847,-79.956933,Take Out\
J & M Deli II,226A Center Rd,15146,40.440441,-79.767095,Take Out\
Jake & Sons Pizzeria,2147 Ardmore Blvd,15221,40.418191,-79.848548,Take Out\
Jersey Mike's Subs,1155 Washington Pike,15017,40.369288,-80.102255,Take Out\
Jersey Mike's Subs,7390 McKnight Rd,15237,40.539696,-80.011567,Take Out\
Jet's Pizza #399,1810 Dormont Ave,15216,40.398488,-80.044325,Take Out\
Jimmy John's,1935 Settlers Ridge Center Dr,15205,40.440641,-80.149132,NO Dollar Menu\
Jimmy John's,12061 Perry Highway,15090,40.631579,-80.060278,NO Dollar Menu\
Jimmy John's,1717 Carson St,15203,40.429081,-79.981256,NO Dollar Menu\
Jimmy John's,6425 Penn Ave,15206,40.457165,-79.916834,NO Dollar Menu\
Jimmy John's #2682,401 Home Dr,15275,40.450116,-80.182687,NO Dollar Menu\
Jimmy John's #2824,4840 McKnight Rd,15237,40.52794,-80.006138,NO Dollar Menu\
Jimmy John's #2865,5833 Forbes Ave,15217,40.438259,-79.921714,NO Dollar Menu\
Jimmy John's Gourmet Sandwiches,501 Grant St,15219,40.439936,-79.997031,NO Dollar Menu\
Jimmy John's Gourmet Sandwiches #357,506 Liberty Ave,15222,40.44139,-80.003253,NO Dollar Menu\
Jimmy John's Sandwich Shop,3444 Forbes Ave,15213,40.439218,-79.959718,NO Dollar Menu\
Joe's Water Ice,7179 Saltsburg Rd,15235,40.476329,-79.788837,Breakfast/Drink/Other\
Kentucky Fried Chicken #15,4673 Wm Flynn Hwy,15101,40.592374,-79.948364,Dollar Menu\
Kentucky Fried Chicken #50,6901 University Blvd,15108,40.516946,-80.220528,Dollar Menu\
Kentucky Fried Chicken #51,5130 Clairton Blvd,15236,40.345198,-79.973415,Dollar Menu\
Kentucky Fried Chicken #52,5153 Library Rd,15102,40.336128,-80.024005,Dollar Menu\
Kentucky Fried Chicken #53,1100 Brownsville Rd,15210,40.404949,-79.990887,Dollar Menu\
Kentucky Fried Chicken #55,222 W 8th Av,15120,40.404114,-79.91447,Dollar Menu\
Kentucky Fried Chicken #58,640 Long Run Rd,15132,40.323214,-79.832692,Dollar Menu\
Kentucky Fried Chicken #59,4306 Ohio River Blvd,15202,40.497453,-80.060344,Dollar Menu\
Kentucky Fried Chicken #61,1 Landings Dr,15238,40.539523,-79.829099,Dollar Menu\
Kentucky Fried Chicken #65,804 West View Park Dr,15229,40.517413,-80.032686,Dollar Menu\
Kentucky Fried Chicken #66,278 Yost Blvd,15221,40.412997,-79.856682,Dollar Menu\
Kentucky Fried Chicken #68,3770 Wm Penn Hwy,15146,40.435572,-79.785975,Dollar Menu\
Kentucky Fried Chicken #69,4915 Baum Blvd,15213,40.454945,-79.946229,Dollar Menu\
Kentucky Fried Chicken #73,210 Rodi Rd,15235,40.463395,-79.824429,Dollar Menu\
Kentucky Fried Chicken #74,509 Penn Ave,15221,40.444588,-79.886605,Dollar Menu\
KFC / Taco Bell #63,9797 McKnight Rd,15237,40.584923,-80.037115,Dollar Menu\
KFC / Taco Bell #64,6190 Steubenville Pike,15136,40.445558,-80.150142,Dollar Menu\
La Nova Pizzeria,1100 Canal St,15215,40.495206,-79.930962,Take Out\
La Nova Pizzeria,835 Pittsburgh St,15144,40.54146,-79.778639,Take Out\
La Prima Espresso,205 21st St,15222,40.451643,-79.982805,Breakfast/Drink/Other\
La Prima Espresso Co,100 South Commons,15212,40.451062,-80.005186,Breakfast/Drink/Other\
Little Caesars,809 West View Park Dr,15229,40.516906,-80.03279,Take Out\
Little Caesars,5430 Centre Ave,15232,40.455893,-79.937342,Take Out\
Little Caesars,1800 Golden Mile Hwy,15239,40.451665,-79.713148,Take Out\
Little Caesars #143,2973 Liberty Ave,15216,40.393583,-80.035577,Take Out\
Little Caesars #154,4960 William Flynn Hwy,15101,40.571191,-79.952845,Take Out\
Little Caesars #156,1309 Pittsburgh St,15024,40.541213,-79.801953,Take Out\
Little Caesars Pizza #135,1880 Heights Plz,15065,40.623968,-79.722549,Take Out\
Little Caesars Pizza #137,1160 Washington Ave,15106,40.397454,-80.085297,Take Out\
Little Caesars Pizza #138,1985 Lincoln Way,15131,40.338384,-79.806711,Take Out\
Little Caesars Pizza #141,1742 Greensburg Ave,15137,40.387254,-79.821466,Take Out\
Little Caesars Pizza #145, Caste Village Shopping Ctr #140,15236,40.338077,-79.978961,Take Out\
Little Caesars Pizza #148,250 Mt Lebanon Blvd,15234,40.36799,-80.036804,Take Out\
Little Caesars/K Cafe #3141,1025 Washington Pike,15017,40.367163,-80.110119,Take Out\
Long John Silvers,2100 Washington Ave,15106,40.393656,-80.087601,Dollar Menu\
Long John Silvers,300 Rodi Rd,15235,40.460868,-79.824476,Dollar Menu\
Long John Silvers / A&W,2220 Lebanon Church Rd,15122,40.348366,-79.944155,Dollar Menu\
Long John Silvers / A&W,201 Hoffman Blvd,15110,40.383808,-79.863501,Dollar Menu\
Mama Pepino's Pizza,607 William Marks Dr,15120,40.409314,-79.898694,Take Out\
Mama Pepino's Pizza,2417 O'Neil Blvd,15131,40.351751,-79.827321,Take Out\
Mama Pepino's Pizza Eleven,210 Plum St,15037,40.27199,-79.887234,Take Out\
Mamma Lucia,11978 Perry Hwy #408-410,15090,40.632628,-80.058459,Take Out\
Mandy's Pizza & More,512 Perry Hwy,15229,40.521946,-80.033967,Take Out\
Mayorga Coffee, Pgh Intl Airport / Ac-19,15231,40.495309,-80.235291,Breakfast/Drink/Other\
McDonald's,300 Market Place Dr,15071,40.440927,-80.239338,Dollar Menu\
McDonald's,1 Poplar St,15205,40.427405,-80.053359,Dollar Menu\
McDonald's,801 Allegheny Ave,15233,40.450829,-80.019008,Dollar Menu\
McDonald's,500 Liberty Ave,15222,40.441259,-80.003371,Dollar Menu\
McDonald's,505 Smithfield St,15219,40.440282,-79.998526,Dollar Menu\
McDonald's,1630 Penn Ave,15222,40.449305,-79.986305,Dollar Menu\
McDonald's,4214 Brownsville Rd,15227,40.364607,-79.983837,Dollar Menu\
McDonald's,2251 Century Dr / Century Square Mall,15122,40.343726,-79.949066,Dollar Menu\
McDonald's,2090 Lebanon Church Rd,15122,40.34791,-79.945296,Dollar Menu\
McDonald's,7277 Saltsburg Rd,15235,40.477187,-79.788077,Dollar Menu\
McDonald's,1865 New Texas Rd,15239,40.450647,-79.714235,Dollar Menu\
McDonald's,430 Penn Ave,15221,40.444634,-79.888667,Dollar Menu\
McDonald's,505 Lincoln Hwy,15137,40.384263,-79.824247,Dollar Menu\
McDonald's / Moon Twp,825 Beaver Grade Rd,15108,40.517655,-80.216189,Dollar Menu\
McDonald's #1,4849 McKnight Rd,15237,40.528587,-80.008312,Dollar Menu\
McDonald's #2,7702 McKnight Rd,15237,40.54634,-80.016405,Dollar Menu\
McDonald's #428,11591 Frankstown Rd,15235,40.465208,-79.828907,Dollar Menu\
McDonald's #442,5261 Library Rd,15102,40.331889,-80.022381,Dollar Menu\
McDonald's #714,10529 Perry Hwy,15090,40.610159,-80.054045,Dollar Menu\
McDonald's #1102,225 Mt Lebanon Blvd,15234,40.368422,-80.038114,Dollar Menu\
McDonald's #1450,608 Wood St,15222,40.442292,-79.998945,Dollar Menu\
McDonald's #1741,3760 Wm Penn Hwy,15146,40.435384,-79.78689,Dollar Menu\
McDonald's #1862,3708 Forbes Ave,15213,40.441141,-79.957148,Dollar Menu\
McDonald's #2492,2001 Freeport Rd,15065,40.626402,-79.722173,Dollar Menu\
McDonald's #3698,2925 Freeport Rd,15238,40.53915,-79.830099,Dollar Menu\
McDonald's #4121,4317 Northern Pike,15146,40.43448,-79.751788,Dollar Menu\
McDonald's #4647,101 Hoffman Blvd,15110,40.384217,-79.863283,Dollar Menu\
McDonald's #4817,148 N Euclid St,15206,40.462513,-79.92778,Dollar Menu\
McDonald's #4939,4557 Ohio River Blvd,15202,40.492146,-80.06218,Dollar Menu\
McDonald's #5441,2100 Washington Pike,15106,40.387563,-80.093341,Dollar Menu\
McDonald's #6373,4235 Walnut St,15132,40.320953,-79.835736,Dollar Menu\
McDonald's #6822,3023 Washington Pike,15017,40.353717,-80.114547,Dollar Menu\
McDonald's #7450,2518 Liberty Ave,15226,40.398834,-80.026459,Dollar Menu\
McDonald's #7506,971 William Flynn Highway,15116,40.53173,-79.957531,Dollar Menu\
McDonald's #7683,6380 Steubenville Pike,15205,40.448305,-80.155564,Dollar Menu\
McDonald's #7705,82 Fort Couch Rd,15241,40.338071,-80.050784,Dollar Menu\
McDonald's #10260,6361 Penn Ave,15206,40.458803,-79.918483,Dollar Menu\
McDonald's #12151,363 Perry Highway,15229,40.517569,-80.029306,Dollar Menu\
McDonald's #12182, Pgh Intl Airport / Ac-02e,15231,40.495309,-80.235291,Dollar Menu\
McDonald's #12183, Pgh Intl Airport / Se-09a,15231,40.495309,-80.235291,Dollar Menu\
McDonald's #12415,70 Allegheny River Blvd,15147,40.498933,-79.818468,Dollar Menu\
McDonald's #18474,600 Pine Hollow Rd,15136,40.473945,-80.09571,Dollar Menu\
McDonald's #22492,549 Clairton Blvd,15236,40.333256,-79.946249,Dollar Menu\
McDonald's #24334,400 E Waterfront Dr,15120,40.412066,-79.909936,Dollar Menu\
McDonald's #24444,200 Walmart Dr,15044,40.621501,-79.944094,Dollar Menu\
McDonald's #26447,4618 Wm Flynn Hwy,15044,40.626088,-79.941799,Dollar Menu\
McDonald's #27444,1010 4th Ave,15108,40.517838,-80.163126,Dollar Menu\
McDonald's #31563,2010 Value Dr,15084,40.611784,-79.772092,Dollar Menu\
McDonald's #33806,907 Freeport Rd,15238,40.486872,-79.88952,Dollar Menu\
McDonald's Of Warrendale,19055 Perry Hwy,16046,40.6718121,-80.0985583,Dollar Menu\
Mineo's Pizza,2350 Noblestown Rd,15205,40.42746,-80.05546,Take Out\
Mineo's Pizza,713 A Washington Rd,15228,40.379826,-80.04461,Take Out\
Mitch's Barbeque,16070 Perry Hwy,15090,40.632349,-80.058797,Take Out\
Mm Mm Pizza,2971 South Park Road,15102,40.327167,-80.041842,Take Out\
Mm! Mm! Pizza,5208 Clairton Blvd,15236,40.343924,-79.971971,Take Out\
Moe's Southwest Grill,10339 Perry Hwy,15090,40.604093,-80.051224,NO Dollar Menu\
Moe's Southwest Grill #327,5432 Campbells Run Rd,15205,40.447209,-80.157576,NO Dollar Menu\
Molly's Pizza,1525 Potomac Ave,15216,40.396899,-80.035918,Take Out\
Monte Cello's,880 Butler St,15223,40.511559,-79.945112,Take Out\
Monte Cello's Pizza,305 7th Ave,15222,40.443025,-79.996958,Take Out\
Mrs Fields / TCBY,200 Mall Circle Dr,15146,40.429183,-79.795459,Breakfast/Drink/Other\
Mrs Fields Original Cookies #54103,301 South Hills Village / Fc-06,15241,40.342623,-80.05617,Breakfast/Drink/Other\
Mt Lebanon Dairy Queen,1693 McFarland Rd,15216,40.396129,-80.046884,Breakfast/Drink/Other\
Muddy Cup,419 Lincoln Ave,15202,40.494323,-80.053088,Breakfast/Drink/Other\
Nobby's Pizza Castle Shannon,1106 Castle Shannon Blvd,15234,40.36758,-80.017161,Take Out\
Original Milano Pizza,6004 Centre Ave,15206,40.459817,-79.924677,Take Out\
Panera #4347,8800 Covenant Ave,15234,40.56844,-80.021956,NO Dollar Menu\
Panera Bread #3482,942 Freeport Rd,15238,40.489122,-79.892568,NO Dollar Menu\
Panera Bread #3488,1500 Washington Rd,15228,40.356959,-80.051807,NO Dollar Menu\
Panera Bread #3489,400 Penn Ctr East,15235,40.427942,-79.811272,NO Dollar Menu\
Panera Bread #3490,12071 Perry Hwy,15090,40.631991,-80.060798,NO Dollar Menu\
Panera Bread #3492,250 McHolme Dr,15275,40.449412,-80.174333,NO Dollar Menu\
Panera Bread #3493,623 Clairton Blvd,15236,40.333192,-79.946229,NO Dollar Menu\
Panera Bread #3494,210 West Bridge St,15120,40.407152,-79.916616,NO Dollar Menu\
Panera Bread #3495,5243 Library Rd,15102,40.332642,-80.02194,NO Dollar Menu\
Panera Bread #3497,1900 Greentree Rd,15220,40.395518,-80.06731,NO Dollar Menu\
Panera Bread #3499,3401 Blvd of the Allies,15213,40.436278,-79.958018,NO Dollar Menu\
Panera Bread #3501,4172 Wm Penn Hwy,15146,40.438326,-79.765118,NO Dollar Menu\
Panera Bread #3503,3800 Forbes Ave,15213,40.441539,-79.95644,NO Dollar Menu\
Panera Bread #3504,4960 Wm Flynn Hwy,15101,40.602661,-79.946718,NO Dollar Menu\
Panera Bread #3506,7217 McKnight Rd,15237,40.537146,-80.013125,NO Dollar Menu\
Panera Bread #3508,5430 Centre Av,15232,40.455893,-79.937342,NO Dollar Menu\
Panera Bread #4329,117 Pittsburgh Mills Circle,15084,40.571829,-79.802087,NO Dollar Menu\
Panera Bread #4337,295 Settlers Ridge Center Dr,15205,40.440641,-80.149132,NO Dollar Menu\
Panera Bread #4344,132 Bakery Square Blvd,15206,40.456618,-79.917171,NO Dollar Menu\
Panera Bread #4348,1025 Washington Pike,15017,40.367163,-80.110119,NO Dollar Menu\
Panera Bread Bakery #4349,1000 Ross Park Mall Dr,15237,40.538969,-80.007711,NO Dollar Menu\
Papa John's Pizza #344,4815 Centre Ave,15213,40.453628,-79.947026,Take Out\
Papa John's Pizza #440,3336 Babcock Blvd,15237,40.534381,-80.018758,Take Out\
Papa John's Pizza #731,5300 Library Rd,15102,40.329846,-80.022201,Take Out\
Papa John's Pizza #3066,11700 Frankstown Rd,15235,40.466324,-79.825652,Take Out\
Papa John's Pizza #3254,2928 W Liberty Ave,15216,40.3946,-80.035252,Take Out\
Papa John's Pizza #4386,3403 Saw Mill Run Blvd,15227,40.373811,-79.981895,Take Out\
Papa John's Pizza #4456,355 Lincoln Ave,15202,40.4935,-80.052414,Take Out\
Pasquale's,4731 Wm Flynn Hwy,15101,40.571191,-79.952845,Take Out\
Pasquale's Pizzeria,2412 Ferguson Rd,15101,40.554967,-79.972178,Take Out\
Pasquale's Pizzeria,309 Freeport Rd,15215,40.489613,-79.902914,Take Out\
Pasquale's Pizzeria,100 Bettis Rd,15034,40.356534,-79.896075,Take Out\
Pasquale's Pizzeria,6221 Saltsburg Rd,15235,40.484696,-79.815871,Take Out\
Pasquale's Pizzeria,101 Westinghouse Ave,15148,40.393043,-79.809403,Take Out\
Peace Love & Little Donuts,11915 Perry Highway,15090,40.630076,-80.057273,Breakfast/Drink/Other\
Peace Love & Little Donuts of Monroeville,4745 William Penn Hwy,15146,40.431237,-79.729234,Breakfast/Drink/Other\
Penn Station East Coast Sub,4815 Centre Ave,15213,40.453628,-79.947026,Take Out\
Penn Station East Coast Subs,808 Liberty Ave,15222,40.442516,-79.998747,Take Out\
Penn Station East Coast Subs,4203 Wm Penn Hwy,15146,40.439624,-79.76192,Take Out\
Penn Station East Coast Subs #324,1597 Washington Pike,15017,40.382618,-80.095126,Take Out\
Philly Pretzel Factory,1150 Washington Pike,15017,40.368507,-80.102194,Breakfast/Drink/Other\
Philly Pretzel Factory,3968 Wm Penn Hwy,15146,40.437955,-79.773279,Breakfast/Drink/Other\
Pittsburgh Popcorn Co,1000 Ross Park Mall Dr,15237,40.538969,-80.007711,Breakfast/Drink/Other\
Pizza & Gyro Express,801 O'Neil Blvd,15132,40.35117,-79.830364,Take Out\
Pizza Bomonti,601 Lincoln Ave,15202,40.496763,-80.058464,Take Out\
Pizza Hut #023977,550 Butler St,15201,40.500796,-79.943429,Take Out\
Pizza Hut #023980,4873 Wm Flynn Hwy,15101,40.601552,-79.947759,Take Out\
Pizza Hut #024011,1219 Federal St,15212,40.456337,-80.007199,Take Out\
Pizza Hut #024013,2324 Ardmore Blvd,15221,40.415956,-79.848712,Take Out\
Pizza Hut #024015,4001 Main St,15120,40.382202,-79.904624,Take Out\
Pizza Hut #024016,80 Allegheny River Blvd,15147,40.498933,-79.818468,Take Out\
Pizza Hut #024017,2002 E Carson St,15203,40.428382,-79.977401,Take Out\
Pizza Hut #024018,2158 Brownsville Rd,15210,40.391956,-79.987408,Take Out\
Pizza Hut #024021,481 Lincoln Ave,15202,40.49506,-80.055231,Take Out\
Pizza Hut #024022,4710 Baum Blvd,15213,40.453887,-79.949561,Take Out\
Pizza Hut #024025,1984 Greentree Rd,15220,40.394572,-80.067031,Take Out\
Pizza Hut #028061,4960 Library Rd,15102,40.343549,-80.026904,Take Out\
Pizza Hut #028557,3747 Wm Penn Hwy,15146,40.437368,-79.786442,Take Out\
Pizza Joe's,192 Ohio River Blvd,15003,40.576339,-80.221813,Take Out\
Pizza Marsala,2677B Monroeville Blvd,15146,40.435568,-79.782607,Take Out\
Pizza Palermo,45 Foster Ave,15205,40.439536,-80.069355,Take Out\
Pizza Palermo,406 Lysle Blvd,15132,40.351738,-79.862718,Take Out\
Pizza Palermo,109 Penn Ave,15145,40.405681,-79.826547,Take Out\
Pizza Palermo,7343 Saltsburg Rd,15235,40.478135,-79.78589,Take Out\
Pizza Parma,1790 N Highland Rd,15241,40.349029,-80.052176,Take Out\
Pizza Parma #3,823 Penn Ave,15222,40.44389,-79.99859,Take Out\
Pizza Pronto,518 California Ave,15202,40.502209,-80.070648,Take Out\
Pizza Pronto,4611 Centre Ave,15213,40.452187,-79.951648,Take Out\
Pizza Roma,5990 University Blvd Suite#13,15108,40.521267,-80.219777,Take Out\
Pizza Roma,11085 Babcock Blvd,15044,40.661124,-80.004664,Take Out\
Point Park University/Starbucks,7 Wood St,15222,40.437624,-80.002691,Breakfast/Drink/Other\
Popeyes Louisiana Kitchen,1900 Lincoln Hi,15137,40.448908,-80.199001,Dollar Menu\
Popeyes Louisiana Kitchen,2010 Wharton St,15203,40.430319,-79.976687,Dollar Menu\
Popeyes Louisiana Kitchen,3420 Wm Penn Hwy,15235,40.429988,-79.813291,Dollar Menu\
Popeyes Louisiana Kitchen #11352,3616 5th Ave,15213,40.441537,-79.958418,Dollar Menu\
Portofino Pizzaria,28 W Steuben St,15205,40.43825,-80.068238,Take Out\
Portofino's Pizza,231 Main St,15106,40.408832,-80.084934,Take Out\
Qdoba,601 Grant St,15222,40.441093,-79.996009,NO Dollar Menu\
Qdoba #487,808 Liberty Ave,15222,40.442516,-79.998747,NO Dollar Menu\
Qdoba Mexican Grill,1740 Settlers Ridge Center Dr,15205,40.440641,-80.149132,NO Dollar Menu\
Qdoba Mexican Grill,4815 Centre Ave,15213,40.453628,-79.947026,NO Dollar Menu\
Qdoba Mexican Grill,1028 Freeport Rd,15238,40.486758,-79.887166,NO Dollar Menu\
Qdoba Mexican Grill SSW,2777 E Carson St,15203,40.426264,-79.965723,NO Dollar Menu\
Quiznos Subs #8721,300 S Craig St,15213,40.445591,-79.94924,NO Dollar Menu\
R & B's Pizza Place,107 Smithfield St,15222,40.437525,-80.000587,Take Out\
Raya's Pizzeria,401 Main St,15106,40.410451,-80.082644,Take Out\
Rita's Italian Ice,1803 McKees Rocks Rd,15136,40.468834,-80.098007,Breakfast/Drink/Other\
Rita's Italian Ice,229 Curry Hollow Rd,15236,40.337272,-79.97936,Breakfast/Drink/Other\
Rita's Italian Ice,1320 Babcock Blvd,15209,40.496112,-79.976443,Breakfast/Drink/Other\
Rita's Italian Ice,3712 5th Ave,15213,40.441845,-79.957882,Breakfast/Drink/Other\
Rita's Italian Ice,5880 Forbes Ave,15217,40.437789,-79.919818,Breakfast/Drink/Other\
Rita's Italian Ice,1985 Lincoln Way,15131,40.338384,-79.806711,Breakfast/Drink/Other\
Rita's Italian Ice #0183,5029 Library Rd,15102,40.340197,-80.025314,Breakfast/Drink/Other\
Rita's Italian Ice #247,2070 Greentree Rd,15220,40.392289,-80.068857,Breakfast/Drink/Other\
Rita's Italian Ice #369,427 McNeilly Rd,15226,40.383122,-80.014801,Breakfast/Drink/Other\
Rose Tea Cafe,5874.5 Forbes Ave,15217,40.437825,-79.92006,Breakfast/Drink/Other\
Rose Tea Cafe Express,414 Craig St,15213,40.4448,-79.948843,Breakfast/Drink/Other\
Rudy's Submarines,270 Yost Blvd,15221,40.414165,-79.849856,Take Out\
Rudy's Subs,3942 Wm Penn Hwy,15146,40.437621,-79.775846,Take Out\
Rudy's Subs,1794 Golden Mile Hwy,15146,40.44553,-79.713731,Take Out\
Rudys House Of Submarines,1920 Monongahela Ave,15218,40.421316,-79.890056,Take Out\
Salud Juicery,348 Beaver St,15143,40.541276,-80.182014,Breakfast/Drink/Other\
Salud Juicery,733 Copeland St,15232,40.451195,-79.93461,Breakfast/Drink/Other\
Sammy's Pizza,2145 Noblestown Rd,15220,40.430166,-80.053144,Take Out\
Sams Cafe #6677,3621 Wm Penn Hwy,15146,40.436466,-79.799469,Breakfast/Drink/Other\
Sbarro Italian Eatery PA#107,200 Monroeville Mall,15146,40.429183,-79.795459,Take Out\
Scoops on Beverly,311 Beverly Rd,15216,40.388429,-80.04982,Breakfast/Drink/Other\
Scoops On The Boulevard,719 Brookline Blvd,15226,40.394641,-80.020748,Breakfast/Drink/Other\
Shake & Twist,1238 Chartiers Ave,15136,40.465036,-80.072044,Breakfast/Drink/Other\
Sheraton Station Sq / Station Break-Link Cafe,300 W Station Sq Dr,15219,40.434857,-80.006179,Breakfast/Drink/Other\
Sichuan Gourmet,328 Atwood St,15213,40.438899,-79.955203,Take Out\
Sichuan Gourmet,1900 Murray Ave,15217,40.435811,-79.923142,Take Out\
Sincerely Yogurt,511 Beaver St,15143,40.540103,-80.179977,Breakfast/Drink/Other\
Sincerely Yogurt,1025 Washington Pike,15017,40.367163,-80.110119,Breakfast/Drink/Other\
Sincerely Yogurt,4885 McKnight Rd,15237,40.529616,-80.010025,Breakfast/Drink/Other\
Sincerely Yogurt,5301 Grove Rd,15236,40.358661,-80.001652,Breakfast/Drink/Other\
Sincerely Yogurt,4116 Brownsville Rd,15219,40.365996,-79.9819,Breakfast/Drink/Other\
Sincerely Yogurt,2737 E Carson Street,15203,40.426845,-79.96628,Breakfast/Drink/Other\
Sincerely Yogurt,3400 5th Ave,15213,40.439152,-79.962019,Breakfast/Drink/Other\
Sincerely Yogurt,5375 Wm Flynn Hwy,15044,40.631549,-79.952845,Breakfast/Drink/Other\
Sincerely Yogurt,136 Allegheny River Blvd,15147,40.498933,-79.818468,Breakfast/Drink/Other\
Sincerely Yogurt,2740 Stroschein Rd,15146,40.437931,-79.768955,Breakfast/Drink/Other\
Smoothie King #1274,1025 Washington Pike,15017,40.367163,-80.110119,Breakfast/Drink/Other\
Sonic #6036,120 Towne Center Dr,15090,40.632081,-80.056721,Dollar Menu\
Sonic Drive In #5965,1027 Washington Pike,15017,40.365436,-80.109627,Dollar Menu\
Sonic Drive-In,1010 Village Center Dr,15084,40.568387,-79.803019,Dollar Menu\
South Philly Steak & Fries #4813,301 South Hills Village,15241,40.342623,-80.05617,Dollar Menu\
Sree's Foods,701 Smithfield St,15222,40.443039,-79.996923,Take Out\
Sree's Foods,2103 Murray Ave,15217,40.433497,-79.922973,Take Out\
Starbucks,301 South Hills Village,15241,40.342623,-80.05617,Breakfast/Drink/Other\
Starbucks,100 W Bridge St,15120,40.404017,-79.918751,Breakfast/Drink/Other\
Starbucks,926 Freeport Rd,15238,40.489046,-79.89367,Breakfast/Drink/Other\
Starbucks,700 Mall Circle Dr,15146,40.4294,-79.79074,Breakfast/Drink/Other\
Starbucks at CCAC Allegheny Campus,845 Ridge Ave,15212,40.449539,-80.0154,Breakfast/Drink/Other\
Starbucks Coffee, Pgh Int'l Airport / Ac-30,15231,40.495309,-80.235291,Breakfast/Drink/Other\
Starbucks Coffee,1001 Liberty Ave,15222,40.444209,-79.994669,Breakfast/Drink/Other\
Starbucks Coffee,4200 5th Ave,15213,40.444271,-79.953291,Breakfast/Drink/Other\
Starbuck #0788,11354 Perrry Hwy,15090,40.6225877,-80.0533809,Breakfast/Drink/Other\
Starbucks #13355,3145 Banksville Rd,15216,40.399384,-80.043643,Breakfast/Drink/Other\
Starbucks #19816 McKnight,7707 McKnight Rd,15237,40.546539,-80.017898,Breakfast/Drink/Other\
Starbucks #21505,109 Ohio River Blvd,15143,40.559373,-80.165185,Breakfast/Drink/Other\
Starbucks #21587,301 Grant St,15219,40.438175,-79.998854,Breakfast/Drink/Other\
Starbucks Coffee #751,6304 Forbes Ave,15217,40.437731,-79.919159,Breakfast/Drink/Other\
Starbucks Coffee #754,1717 Cochran Rd / Va Manor,15220,40.392634,-80.065436,Breakfast/Drink/Other\
Starbucks Coffee #756,210 6th Ave,15222,40.442631,-80.002145,Breakfast/Drink/Other\
Starbucks Coffee #760,5211 Library Rd,15102,40.333392,-80.023312,Breakfast/Drink/Other\
Starbucks Coffee #762,425 Beaver St,15143,40.541007,-80.180949,Breakfast/Drink/Other\
Starbucks Coffee #774,530 Wm Penn Pl,15219,40.440595,-79.996599,Breakfast/Drink/Other\
Starbucks Coffee #776,4885 McKnight Rd,15237,40.529616,-80.010025,Breakfast/Drink/Other\
Starbucks Coffee #778,730 Copeland St,15232,40.451035,-79.935016,Breakfast/Drink/Other\
Starbucks Coffee #784,7 Market Sq,15222,40.44021,-80.002171,Breakfast/Drink/Other\
Starbucks Coffee #787,3618 Forbes Ave,15213,40.440875,-79.957545,Breakfast/Drink/Other\
Starbucks Coffee #793,1400 E Carson St,15203,40.428649,-79.984036,Breakfast/Drink/Other\
Starbucks Coffee #794,973 Greentree Rd,15220,40.419053,-80.045582,Breakfast/Drink/Other\
Starbucks Coffee #795,4100 Wm Penn Hwy,15146,40.437631,-79.766894,Breakfast/Drink/Other\
Starbucks Coffee #2900,417 S Craig St,15213,40.444714,-79.948573,Breakfast/Drink/Other\
Starbucks Coffee #3467,600 Grant St,15222,40.44129,-79.994574,Breakfast/Drink/Other\
Starbucks Coffee #7284,3460 Wm Penn Hwy,15235,40.429442,-79.810354,Breakfast/Drink/Other\
Starbucks Coffee #7625,5310 Liberty Ave,15224,40.455862,-79.939585,Breakfast/Drink/Other\
